index,cidade_india,data,tipo_cartao,tipo_despesa,genero_titular,valor
4313,Bengaluru,2014-06-17,Silver,alimentacao,M,66140
4314,Ahmedabad,2014-11-13,Gold,entretenimento,F,229405
4315,Ahmedabad,2014-11-29,Platinum,contas,F,138144
4316,Delhi,2015-05-06,Silver,contas,M,19898
4317,Bengaluru,2014-11-06,Signature,alimentacao,M,173112
4318,Ahmedabad,2014-10-17,Signature,mercado,M,230915
4319,Greater Mumbai,2015-05-07,Silver,combustivel,F,249834
4320,Bengaluru,2014-10-10,Gold,combustivel,F,59467
4321,Greater Mumbai,2015-02-11,Silver,alimentacao,F,95693
4322,Delhi,2014-06-03,Signature,combustivel,M,286502
4323,Greater Mumbai,2014-02-12,Gold,contas,F,270441
4324,Bengaluru,2015-04-07,Platinum,alimentacao,M,142744
4325,Greater Mumbai,2013-10-20,Silver,entretenimento,F,214937
4326,Ahmedabad,2015-02-18,Silver,combustivel,M,290774
4327,Ahmedabad,2015-02-18,Gold,combustivel,M,148893
4328,Bengaluru,2013-10-17,Platinum,entretenimento,F,249888
4329,Delhi,2013-11-15,Gold,alimentacao,M,120278
4330,Bengaluru,2014-06-15,Gold,mercado,M,103135
4331,Ahmedabad,2013-12-23,Platinum,entretenimento,F,61507
4332,Bengaluru,2013-11-26,Signature,entretenimento,M,173357
4333,Delhi,2014-08-18,Silver,contas,M,195173
4334,Ahmedabad,2013-10-07,Platinum,alimentacao,F,130267
4335,Greater Mumbai,2014-07-03,Gold,contas,M,186454
4336,Ahmedabad,2014-05-13,Gold,entretenimento,M,145010
4337,Delhi,2013-12-19,Silver,entretenimento,F,113145
4338,Greater Mumbai,2014-04-26,Signature,alimentacao,M,44748
4339,Bengaluru,2014-06-10,Signature,mercado,F,129152
4340,Delhi,2015-03-08,Signature,entretenimento,M,43220
4341,Ahmedabad,2014-08-23,Silver,entretenimento,F,208138
4342,Delhi,2015-05-06,Silver,alimentacao,M,183405
4343,Ahmedabad,2015-05-24,Silver,entretenimento,M,163978
4344,Ahmedabad,2014-10-23,Platinum,entretenimento,F,72602
4345,Bengaluru,2015-02-11,Signature,combustivel,F,206125
4346,Bengaluru,2014-09-08,Signature,alimentacao,M,173224
4347,Greater Mumbai,2013-10-24,Gold,combustivel,F,224271
4348,Delhi,2013-10-10,Signature,combustivel,F,19918
4349,Ahmedabad,2015-03-12,Silver,combustivel,M,240390
4350,Ahmedabad,2015-04-10,Gold,entretenimento,F,232716
4351,Bengaluru,2014-02-23,Silver,mercado,M,34091
4352,Greater Mumbai,2014-03-16,Signature,contas,F,249077
4353,Greater Mumbai,2015-04-11,Platinum,contas,M,178290
4354,Ahmedabad,2014-08-10,Signature,entretenimento,F,100620
4355,Ahmedabad,2014-02-23,Platinum,mercado,M,193873
4356,Bengaluru,2015-01-18,Platinum,mercado,F,221231
4357,Delhi,2013-10-29,Platinum,mercado,F,63112
4358,Delhi,2015-04-05,Platinum,contas,M,92786
4359,Ahmedabad,2014-12-09,Silver,mercado,F,242712
4360,Delhi,2014-03-08,Silver,contas,M,33966
4361,Delhi,2014-03-10,Gold,combustivel,M,292609
4362,Ahmedabad,2014-07-16,Platinum,alimentacao,M,219971
4363,Delhi,2015-02-25,Signature,alimentacao,M,27357
4364,Ahmedabad,2014-06-11,Signature,entretenimento,M,146609
4365,Ahmedabad,2014-05-11,Signature,combustivel,F,102672
4366,Greater Mumbai,2014-02-07,Gold,entretenimento,F,73649
4367,Delhi,2014-09-28,Signature,alimentacao,M,206705
4368,Delhi,2014-04-03,Gold,contas,M,161024
4369,Greater Mumbai,2015-02-14,Signature,contas,M,219095
4370,Greater Mumbai,2014-02-11,Platinum,contas,F,91393
4371,Greater Mumbai,2014-09-19,Gold,alimentacao,M,193390
4372,Bengaluru,2014-03-29,Signature,entretenimento,F,241544
4373,Ahmedabad,2013-10-27,Signature,contas,F,130641
4374,Delhi,2015-04-29,Gold,alimentacao,M,211878
4375,Ahmedabad,2014-02-02,Silver,alimentacao,M,20870
4376,Ahmedabad,2015-04-08,Platinum,mercado,M,292636
4377,Delhi,2013-12-22,Gold,combustivel,M,24565
4378,Ahmedabad,2013-11-22,Gold,mercado,F,14205
4379,Greater Mumbai,2014-02-17,Platinum,entretenimento,F,141251
4380,Delhi,2015-04-11,Gold,mercado,M,170469
4381,Ahmedabad,2015-05-01,Gold,alimentacao,M,9087
4382,Greater Mumbai,2014-08-31,Silver,contas,F,41578
4383,Ahmedabad,2013-11-27,Platinum,contas,M,98404
4384,Delhi,2014-11-12,Gold,combustivel,M,114361
4385,Delhi,2015-01-06,Signature,entretenimento,M,241498
4386,Delhi,2014-12-08,Silver,alimentacao,F,53005
4387,Greater Mumbai,2013-12-19,Gold,contas,F,44121
4388,Greater Mumbai,2014-04-03,Signature,combustivel,M,32203
4389,Ahmedabad,2014-08-15,Signature,entretenimento,F,196514
4390,Greater Mumbai,2014-06-21,Signature,contas,F,192395
4391,Delhi,2015-01-19,Silver,entretenimento,M,131409
4392,Greater Mumbai,2014-09-01,Silver,combustivel,M,184484
4393,Greater Mumbai,2014-10-01,Gold,combustivel,F,41107
4394,Delhi,2015-02-16,Gold,contas,M,48145
4395,Bengaluru,2015-03-29,Platinum,contas,M,147937
4396,Delhi,2015-05-13,Silver,alimentacao,M,157207
4397,Delhi,2015-04-20,Signature,alimentacao,M,239931
4398,Greater Mumbai,2014-03-02,Platinum,combustivel,F,230426
4399,Ahmedabad,2014-08-16,Gold,alimentacao,F,133648
4400,Ahmedabad,2014-02-24,Silver,combustivel,M,125673
4401,Bengaluru,2014-11-28,Platinum,contas,F,143800
4402,Bengaluru,2013-12-26,Gold,contas,F,44998
4403,Ahmedabad,2015-01-06,Silver,contas,M,88762
4404,Delhi,2014-04-06,Platinum,combustivel,M,181268
4405,Ahmedabad,2014-05-20,Signature,entretenimento,M,80907
4406,Bengaluru,2013-12-23,Signature,contas,M,224676
4407,Delhi,2014-10-25,Gold,alimentacao,M,26176
4408,Bengaluru,2014-01-09,Platinum,alimentacao,F,39124
4409,Greater Mumbai,2014-06-14,Platinum,combustivel,F,37510
4410,Greater Mumbai,2014-07-22,Signature,contas,F,247001
4411,Delhi,2014-12-10,Silver,mercado,F,167672
4412,Ahmedabad,2014-10-22,Signature,mercado,F,152551
4413,Bengaluru,2015-01-10,Signature,alimentacao,F,40295
4414,Bengaluru,2014-03-16,Platinum,alimentacao,F,88471
4415,Bengaluru,2015-01-07,Gold,mercado,F,297063
4416,Ahmedabad,2014-09-16,Platinum,contas,F,12125
4417,Bengaluru,2014-01-04,Signature,combustivel,M,130942
4418,Delhi,2014-09-12,Signature,entretenimento,M,191863
4419,Greater Mumbai,2015-03-11,Silver,mercado,M,143893
4420,Ahmedabad,2014-09-05,Gold,mercado,M,220653
4421,Ahmedabad,2013-12-10,Platinum,alimentacao,F,102005
4422,Greater Mumbai,2015-03-11,Silver,mercado,F,217325
4423,Ahmedabad,2014-06-08,Gold,contas,M,72226
4424,Bengaluru,2014-03-17,Signature,combustivel,F,37489
4425,Ahmedabad,2014-10-12,Silver,mercado,F,273138
4426,Bengaluru,2014-08-28,Gold,entretenimento,M,190335
4427,Greater Mumbai,2014-12-07,Signature,alimentacao,F,108907
4428,Bengaluru,2014-02-09,Platinum,combustivel,F,213169
4429,Delhi,2014-06-15,Silver,combustivel,M,50610
4430,Bengaluru,2015-04-30,Silver,alimentacao,M,51055
4431,Ahmedabad,2014-07-19,Gold,combustivel,M,166212
4432,Delhi,2014-03-14,Platinum,combustivel,M,188951
4433,Ahmedabad,2014-07-23,Silver,combustivel,M,197977
4434,Ahmedabad,2014-10-24,Platinum,mercado,M,173957
4435,Delhi,2015-03-28,Signature,combustivel,M,150801
4436,Delhi,2014-09-20,Signature,mercado,F,207165
4437,Bengaluru,2015-03-01,Signature,contas,M,115946
4438,Bengaluru,2014-05-02,Signature,combustivel,M,281939
4439,Delhi,2015-02-23,Platinum,contas,F,164903
4440,Delhi,2015-02-19,Silver,contas,F,241481
4441,Greater Mumbai,2015-01-24,Platinum,alimentacao,M,203926
4442,Ahmedabad,2014-08-08,Signature,mercado,F,239328
4443,Delhi,2014-12-24,Signature,contas,F,169384
4444,Greater Mumbai,2014-11-24,Silver,mercado,M,108321
4445,Delhi,2014-06-27,Silver,mercado,M,186117
4446,Bengaluru,2015-01-31,Platinum,contas,F,168268
4447,Ahmedabad,2014-01-13,Gold,combustivel,M,61529
4448,Greater Mumbai,2013-11-18,Signature,mercado,M,6593
4449,Delhi,2014-02-02,Signature,combustivel,F,247327
4450,Bengaluru,2014-04-07,Silver,alimentacao,M,249391
4451,Greater Mumbai,2015-01-07,Signature,combustivel,M,163813
4452,Delhi,2014-06-13,Gold,mercado,M,142667
4453,Bengaluru,2013-12-02,Platinum,combustivel,M,129549
4454,Delhi,2013-12-07,Platinum,alimentacao,F,274786
4455,Greater Mumbai,2015-03-23,Signature,entretenimento,F,172444
4456,Ahmedabad,2014-04-17,Gold,alimentacao,M,53934
4457,Bengaluru,2014-09-06,Signature,mercado,F,260751
4458,Ahmedabad,2014-08-18,Silver,combustivel,F,133027
4459,Bengaluru,2015-01-09,Platinum,contas,F,184915
4460,Delhi,2015-01-04,Signature,mercado,M,234569
4461,Greater Mumbai,2015-03-25,Signature,contas,F,157971
4462,Bengaluru,2013-11-06,Silver,combustivel,F,280870
4463,Delhi,2014-04-03,Silver,contas,F,176785
4464,Bengaluru,2014-05-10,Gold,combustivel,M,76781
4465,Bengaluru,2014-04-02,Signature,entretenimento,M,280054
4466,Bengaluru,2014-03-22,Silver,alimentacao,F,27234
4467,Ahmedabad,2014-02-27,Signature,mercado,F,11078
4468,Greater Mumbai,2014-08-20,Gold,combustivel,M,36127
4469,Greater Mumbai,2014-10-04,Signature,alimentacao,M,223623
4470,Greater Mumbai,2014-01-09,Signature,mercado,F,26890
4471,Greater Mumbai,2014-01-03,Gold,mercado,M,105181
4472,Bengaluru,2013-12-21,Signature,mercado,M,42867
4473,Bengaluru,2014-11-30,Gold,mercado,F,151535
4474,Greater Mumbai,2013-10-09,Platinum,combustivel,F,278582
4475,Ahmedabad,2015-05-22,Platinum,combustivel,M,133372
4476,Delhi,2014-05-06,Signature,mercado,M,57585
4477,Greater Mumbai,2014-06-14,Gold,contas,F,156138
4478,Delhi,2013-12-02,Silver,contas,M,75764
4479,Greater Mumbai,2014-10-16,Silver,combustivel,F,28176
4480,Greater Mumbai,2014-02-03,Platinum,entretenimento,M,217322
4481,Delhi,2014-01-09,Silver,alimentacao,F,95261
4482,Ahmedabad,2014-12-03,Gold,contas,F,222804
4483,Delhi,2014-08-20,Silver,alimentacao,M,154942
4484,Ahmedabad,2014-08-11,Platinum,mercado,M,185278
4485,Delhi,2013-10-10,Platinum,entretenimento,M,259740
4486,Delhi,2014-09-24,Signature,contas,M,32612
4487,Ahmedabad,2015-03-14,Silver,entretenimento,M,223319
4488,Bengaluru,2014-05-29,Signature,contas,M,239241
4489,Delhi,2015-04-13,Silver,entretenimento,M,133201
4490,Delhi,2015-01-08,Silver,contas,M,270969
4491,Delhi,2014-08-31,Signature,mercado,M,171879
4492,Bengaluru,2013-11-21,Signature,contas,F,71967
4493,Bengaluru,2014-10-13,Gold,contas,F,86680
4494,Delhi,2013-12-10,Silver,mercado,M,139475
4495,Bengaluru,2014-10-29,Gold,mercado,F,61654
4496,Delhi,2014-09-11,Silver,mercado,F,29685
4497,Delhi,2013-11-10,Platinum,entretenimento,F,51185
4498,Greater Mumbai,2014-03-28,Silver,combustivel,M,42681
4499,Bengaluru,2014-10-27,Signature,entretenimento,F,126112
4500,Delhi,2015-04-04,Gold,contas,M,140317
4501,Bengaluru,2014-10-29,Platinum,combustivel,F,92115
4502,Delhi,2014-02-02,Silver,alimentacao,M,17683
4503,Bengaluru,2015-02-22,Silver,alimentacao,F,29142
4504,Bengaluru,2015-01-24,Silver,alimentacao,F,290383
4505,Delhi,2013-10-09,Gold,combustivel,F,299642
4506,Ahmedabad,2013-10-20,Signature,contas,F,99631
4507,Delhi,2015-01-17,Gold,entretenimento,M,125123
4508,Ahmedabad,2014-07-19,Gold,alimentacao,F,187763
4509,Greater Mumbai,2013-12-28,Gold,contas,M,248970
4510,Bengaluru,2015-02-11,Platinum,contas,M,34867
4511,Ahmedabad,2014-07-13,Platinum,mercado,F,224138
4512,Delhi,2014-11-24,Silver,contas,M,104689
4513,Bengaluru,2013-10-08,Signature,contas,F,76267
4514,Ahmedabad,2014-02-02,Signature,combustivel,F,291636
4515,Bengaluru,2014-05-22,Signature,mercado,F,255384
4516,Ahmedabad,2015-05-04,Gold,combustivel,M,79296
4517,Ahmedabad,2014-10-07,Platinum,entretenimento,F,185050
4518,Greater Mumbai,2015-01-06,Signature,entretenimento,F,275315
4519,Greater Mumbai,2013-10-19,Platinum,entretenimento,M,191660
4520,Greater Mumbai,2014-01-25,Signature,alimentacao,F,198805
4521,Bengaluru,2014-08-17,Signature,alimentacao,F,286474
4522,Greater Mumbai,2014-01-16,Signature,alimentacao,F,153044
4523,Greater Mumbai,2014-08-30,Platinum,contas,M,169787
4524,Delhi,2015-04-20,Silver,entretenimento,F,150141
4525,Ahmedabad,2014-03-15,Signature,entretenimento,M,115464
4526,Greater Mumbai,2015-03-13,Signature,contas,F,272039
4527,Greater Mumbai,2015-02-07,Platinum,mercado,F,217841
4528,Delhi,2014-05-15,Platinum,contas,M,174421
4529,Greater Mumbai,2014-10-31,Silver,mercado,M,280490
4530,Greater Mumbai,2013-11-22,Silver,contas,F,128746
4531,Greater Mumbai,2014-12-19,Platinum,alimentacao,F,80189
4532,Bengaluru,2013-12-17,Silver,mercado,M,237114
4533,Bengaluru,2014-08-10,Silver,contas,M,41993
4534,Bengaluru,2014-03-05,Silver,combustivel,M,150636
4535,Greater Mumbai,2014-09-21,Silver,contas,M,245265
4536,Ahmedabad,2014-07-17,Platinum,combustivel,M,291025
4537,Bengaluru,2015-02-21,Signature,entretenimento,M,170597
4538,Ahmedabad,2014-01-27,Silver,contas,M,77118
4539,Bengaluru,2014-04-22,Signature,combustivel,M,291274
4540,Ahmedabad,2013-11-24,Silver,entretenimento,F,15392
4541,Ahmedabad,2014-08-10,Platinum,entretenimento,M,5468
4542,Greater Mumbai,2014-10-30,Gold,combustivel,M,23665
4543,Greater Mumbai,2014-07-08,Silver,contas,M,145141
4544,Bengaluru,2015-04-23,Silver,alimentacao,M,218195
4545,Ahmedabad,2014-10-10,Silver,entretenimento,F,121736
4546,Delhi,2015-05-23,Silver,combustivel,F,180461
4547,Bengaluru,2013-10-30,Gold,mercado,M,57447
4548,Ahmedabad,2014-02-04,Silver,entretenimento,M,180235
4549,Greater Mumbai,2015-02-02,Gold,entretenimento,F,93930
4550,Greater Mumbai,2013-12-29,Gold,mercado,M,163867
4551,Bengaluru,2013-12-29,Silver,contas,F,19575
4552,Ahmedabad,2014-07-21,Silver,contas,F,289970
4553,Ahmedabad,2014-12-25,Gold,alimentacao,F,112482
4554,Ahmedabad,2014-08-18,Silver,entretenimento,F,298417
4555,Bengaluru,2014-01-14,Signature,contas,M,148870
4556,Greater Mumbai,2015-01-04,Gold,entretenimento,M,119344
4557,Bengaluru,2014-04-28,Silver,mercado,F,62019
4558,Greater Mumbai,2015-02-11,Platinum,contas,M,82913
4559,Bengaluru,2015-01-10,Signature,alimentacao,F,117710
4560,Delhi,2013-11-20,Gold,entretenimento,F,210517
4561,Ahmedabad,2015-01-25,Silver,alimentacao,F,113890
4562,Bengaluru,2014-08-18,Silver,entretenimento,M,229737
4563,Ahmedabad,2015-01-05,Platinum,entretenimento,F,265791
4564,Delhi,2015-01-07,Gold,mercado,F,130714
4565,Ahmedabad,2015-02-20,Silver,alimentacao,M,191165
4566,Bengaluru,2015-05-18,Silver,combustivel,F,119664
4567,Greater Mumbai,2014-10-08,Platinum,combustivel,F,231014
4568,Delhi,2014-03-07,Gold,contas,F,76018
4569,Bengaluru,2015-01-11,Gold,entretenimento,F,12766
4570,Greater Mumbai,2015-02-09,Gold,mercado,M,214247
4571,Bengaluru,2014-03-04,Gold,combustivel,F,7966
4572,Delhi,2015-01-20,Gold,alimentacao,F,288805
4573,Bengaluru,2014-08-14,Platinum,alimentacao,M,100163
4574,Bengaluru,2014-07-17,Signature,contas,M,108240
4575,Ahmedabad,2013-12-19,Signature,combustivel,M,118392
4576,Bengaluru,2015-01-03,Platinum,mercado,F,73263
4577,Delhi,2015-02-09,Silver,contas,M,138607
4578,Ahmedabad,2014-08-20,Signature,alimentacao,F,283746
4579,Bengaluru,2015-02-06,Platinum,contas,F,177031
4580,Ahmedabad,2014-10-06,Silver,contas,F,192491
4581,Ahmedabad,2013-12-24,Platinum,mercado,M,68065
4582,Greater Mumbai,2015-04-10,Silver,entretenimento,F,164033
4583,Ahmedabad,2014-11-26,Platinum,alimentacao,F,281658
4584,Greater Mumbai,2015-01-21,Signature,entretenimento,M,295463
4585,Ahmedabad,2014-09-29,Silver,entretenimento,F,79202
4586,Ahmedabad,2013-11-17,Platinum,alimentacao,F,12951
4587,Delhi,2013-11-21,Gold,contas,M,267374
4588,Ahmedabad,2014-10-16,Signature,mercado,F,170471
4589,Greater Mumbai,2014-05-30,Platinum,combustivel,M,127338
4590,Greater Mumbai,2014-12-29,Signature,combustivel,F,116195
4591,Delhi,2015-02-08,Gold,entretenimento,F,137119
4592,Greater Mumbai,2014-09-09,Signature,contas,F,274492
4593,Ahmedabad,2014-09-06,Silver,mercado,F,268855
4594,Greater Mumbai,2014-06-17,Silver,alimentacao,F,199403
4595,Greater Mumbai,2015-02-15,Gold,combustivel,M,232373
4596,Delhi,2014-09-18,Platinum,entretenimento,F,151051
4597,Greater Mumbai,2014-11-29,Signature,entretenimento,M,248658
4598,Bengaluru,2014-03-07,Platinum,alimentacao,M,209347
4599,Bengaluru,2014-04-29,Signature,mercado,F,175732
4600,Delhi,2015-05-12,Signature,contas,M,103433
4601,Greater Mumbai,2014-09-24,Platinum,entretenimento,F,285341
4602,Bengaluru,2014-03-11,Platinum,mercado,M,125159
4603,Greater Mumbai,2014-10-18,Silver,entretenimento,F,264418
4604,Delhi,2013-11-17,Platinum,combustivel,M,91677
4605,Bengaluru,2014-06-26,Signature,entretenimento,F,150662
4606,Greater Mumbai,2015-02-09,Gold,combustivel,M,45391
4607,Greater Mumbai,2014-12-07,Platinum,alimentacao,F,61669
4608,Bengaluru,2014-10-21,Gold,combustivel,M,232677
4609,Delhi,2015-05-21,Signature,combustivel,M,87608
4610,Bengaluru,2014-11-08,Signature,entretenimento,M,180139
4611,Greater Mumbai,2015-03-11,Platinum,entretenimento,M,74382
4612,Greater Mumbai,2014-09-13,Gold,alimentacao,F,229254
4613,Delhi,2014-01-03,Platinum,entretenimento,M,232994
4614,Ahmedabad,2014-04-27,Silver,alimentacao,M,49600
4615,Ahmedabad,2014-04-04,Platinum,mercado,F,268595
4616,Ahmedabad,2015-04-26,Silver,mercado,F,196094
4617,Ahmedabad,2014-11-13,Signature,combustivel,F,127888
4618,Greater Mumbai,2014-11-25,Gold,mercado,F,47247
4619,Ahmedabad,2014-05-17,Silver,contas,F,136478
4620,Ahmedabad,2014-05-27,Gold,contas,F,297523
4621,Greater Mumbai,2014-03-29,Signature,combustivel,F,139910
4622,Greater Mumbai,2013-12-02,Gold,entretenimento,F,49327
4623,Greater Mumbai,2014-12-12,Platinum,combustivel,F,6176
4624,Bengaluru,2015-02-18,Signature,alimentacao,M,287628
4625,Bengaluru,2014-09-07,Silver,mercado,F,177005
4626,Bengaluru,2014-02-06,Gold,entretenimento,M,4906
4627,Bengaluru,2014-12-26,Platinum,entretenimento,M,246756
4628,Ahmedabad,2014-10-19,Silver,contas,M,138511
4629,Bengaluru,2015-05-08,Silver,contas,M,148552
4630,Ahmedabad,2015-04-11,Platinum,mercado,M,158677
4631,Ahmedabad,2014-02-08,Signature,contas,F,260920
4632,Bengaluru,2013-12-19,Platinum,combustivel,M,265988
4633,Ahmedabad,2014-02-12,Signature,combustivel,F,27927
4634,Bengaluru,2015-01-17,Gold,alimentacao,F,188026
4635,Ahmedabad,2015-03-24,Platinum,entretenimento,M,296977
4636,Bengaluru,2014-04-12,Silver,entretenimento,M,7789
4637,Ahmedabad,2014-11-30,Platinum,entretenimento,M,47532
4638,Bengaluru,2014-07-10,Silver,entretenimento,M,246790
4639,Ahmedabad,2014-05-03,Signature,contas,F,126049
4640,Greater Mumbai,2014-07-16,Gold,entretenimento,M,179541
4641,Bengaluru,2014-01-09,Signature,alimentacao,F,57591
4642,Delhi,2015-02-18,Silver,combustivel,F,243074
4643,Ahmedabad,2013-11-04,Silver,combustivel,F,244917
4644,Delhi,2014-10-31,Platinum,alimentacao,M,24765
4645,Ahmedabad,2014-02-07,Signature,entretenimento,M,295553
4646,Delhi,2014-05-02,Silver,combustivel,M,224591
4647,Ahmedabad,2013-12-02,Gold,combustivel,M,257442
4648,Bengaluru,2014-05-14,Signature,alimentacao,M,71597
4649,Greater Mumbai,2015-05-04,Platinum,contas,F,204811
4650,Greater Mumbai,2013-12-13,Platinum,alimentacao,M,119116
4651,Bengaluru,2015-03-29,Signature,mercado,F,270240
4652,Bengaluru,2014-08-31,Signature,mercado,F,172515
4653,Greater Mumbai,2014-02-14,Platinum,combustivel,F,132273
4654,Bengaluru,2014-07-11,Gold,contas,M,18829
4655,Greater Mumbai,2013-10-09,Signature,mercado,M,37495
4656,Greater Mumbai,2015-04-11,Silver,combustivel,M,209291
4657,Greater Mumbai,2015-05-16,Gold,entretenimento,M,22289
4658,Ahmedabad,2014-06-27,Silver,alimentacao,F,78379
4659,Ahmedabad,2013-12-31,Signature,alimentacao,M,198893
4660,Ahmedabad,2014-04-06,Gold,entretenimento,M,88507
4661,Greater Mumbai,2014-04-27,Silver,alimentacao,M,85667
4662,Ahmedabad,2014-01-10,Silver,mercado,M,13233
4663,Delhi,2015-04-05,Gold,contas,F,58109
4664,Greater Mumbai,2015-04-06,Signature,contas,F,284336
4665,Bengaluru,2015-01-08,Platinum,alimentacao,M,177499
4666,Ahmedabad,2014-06-09,Gold,alimentacao,M,132135
4667,Delhi,2015-01-14,Silver,mercado,M,207310
4668,Ahmedabad,2014-08-23,Gold,entretenimento,M,257220
4669,Delhi,2014-05-06,Signature,entretenimento,M,247061
4670,Delhi,2013-12-13,Gold,mercado,F,269513
4671,Greater Mumbai,2014-09-06,Gold,combustivel,M,252208
4672,Bengaluru,2015-02-05,Platinum,combustivel,M,198508
4673,Ahmedabad,2014-08-08,Gold,mercado,F,52611
4674,Ahmedabad,2014-04-02,Platinum,mercado,M,129515
4675,Ahmedabad,2013-10-13,Platinum,contas,M,298523
4676,Bengaluru,2014-11-30,Platinum,entretenimento,M,9906
4677,Bengaluru,2014-02-01,Platinum,contas,M,173744
4678,Ahmedabad,2014-07-03,Platinum,entretenimento,F,200981
4679,Greater Mumbai,2015-02-01,Platinum,mercado,F,221928
4680,Greater Mumbai,2014-03-04,Signature,combustivel,M,8635
4681,Bengaluru,2013-11-24,Platinum,entretenimento,F,222660
4682,Ahmedabad,2014-06-09,Gold,mercado,F,25069
4683,Greater Mumbai,2014-10-17,Signature,entretenimento,F,183026
4684,Ahmedabad,2014-04-26,Silver,contas,F,37707
4685,Bengaluru,2014-06-02,Signature,contas,M,115533
4686,Bengaluru,2013-11-26,Signature,entretenimento,F,128398
4687,Ahmedabad,2014-05-24,Silver,combustivel,F,77385
4688,Bengaluru,2015-05-24,Gold,mercado,F,193919
4689,Greater Mumbai,2014-06-07,Platinum,alimentacao,M,198721
4690,Greater Mumbai,2015-02-26,Signature,mercado,F,133894
4691,Bengaluru,2014-02-20,Silver,entretenimento,F,118670
4692,Bengaluru,2015-01-26,Silver,alimentacao,M,215961
4693,Delhi,2014-06-18,Platinum,mercado,M,72088
4694,Greater Mumbai,2014-03-27,Platinum,contas,F,185707
4695,Delhi,2014-02-10,Gold,alimentacao,M,50926
4696,Bengaluru,2014-06-09,Silver,entretenimento,F,299379
4697,Delhi,2014-09-01,Signature,mercado,M,48704
4698,Delhi,2014-06-22,Platinum,contas,F,194055
4699,Delhi,2014-06-15,Signature,combustivel,F,33096
4700,Greater Mumbai,2014-08-02,Platinum,combustivel,M,206948
4701,Ahmedabad,2014-03-20,Silver,entretenimento,F,130438
4702,Bengaluru,2014-12-10,Signature,contas,M,236755
4703,Greater Mumbai,2014-11-20,Signature,alimentacao,F,129210
4704,Bengaluru,2014-03-31,Platinum,entretenimento,F,206926
4705,Delhi,2014-07-21,Gold,mercado,F,101124
4706,Greater Mumbai,2014-09-14,Signature,combustivel,M,85268
4707,Bengaluru,2014-06-08,Signature,entretenimento,M,19061
4708,Bengaluru,2014-09-08,Signature,mercado,F,91436
4709,Delhi,2014-02-20,Gold,combustivel,F,17855
4710,Ahmedabad,2014-04-08,Platinum,entretenimento,F,217337
4711,Ahmedabad,2013-12-24,Gold,entretenimento,F,297649
4712,Ahmedabad,2014-08-27,Signature,contas,M,66629
4713,Bengaluru,2015-04-14,Platinum,mercado,M,241330
4714,Delhi,2015-04-02,Signature,alimentacao,F,271424
4715,Bengaluru,2014-04-12,Silver,mercado,F,219156
4716,Ahmedabad,2015-03-18,Signature,mercado,F,201441
4717,Bengaluru,2013-11-28,Signature,entretenimento,M,133349
4718,Bengaluru,2015-04-12,Silver,alimentacao,M,299217
4719,Bengaluru,2013-10-28,Signature,mercado,M,8051
4720,Delhi,2014-09-30,Gold,alimentacao,F,161309
4721,Bengaluru,2014-04-11,Silver,alimentacao,F,157755
4722,Bengaluru,2014-03-29,Silver,entretenimento,M,279465
4723,Greater Mumbai,2014-01-30,Silver,contas,F,216616
4724,Delhi,2013-12-06,Signature,entretenimento,F,237712
4725,Greater Mumbai,2014-12-31,Platinum,entretenimento,F,192164
4726,Delhi,2013-12-09,Gold,mercado,F,183157
4727,Ahmedabad,2015-03-31,Silver,combustivel,M,87529
4728,Ahmedabad,2015-03-06,Gold,combustivel,F,131745
4729,Greater Mumbai,2014-07-02,Signature,alimentacao,F,197143
4730,Delhi,2014-05-12,Platinum,combustivel,M,262129
4731,Ahmedabad,2014-03-20,Silver,alimentacao,M,95689
4732,Ahmedabad,2014-05-30,Platinum,alimentacao,M,68355
4733,Greater Mumbai,2014-01-11,Signature,mercado,M,166188
4734,Bengaluru,2014-12-25,Platinum,mercado,F,36606
4735,Bengaluru,2014-01-08,Platinum,mercado,M,91268
4736,Delhi,2014-08-30,Silver,entretenimento,F,204482
4737,Greater Mumbai,2014-07-19,Silver,contas,M,31860
4738,Delhi,2015-05-04,Platinum,combustivel,F,67016
4739,Greater Mumbai,2014-11-19,Platinum,entretenimento,F,92448
4740,Delhi,2014-01-01,Signature,combustivel,M,78148
4741,Delhi,2014-07-02,Platinum,combustivel,M,12641
4742,Delhi,2015-03-26,Silver,contas,F,160692
4743,Greater Mumbai,2015-05-14,Signature,contas,M,252756
4744,Ahmedabad,2014-03-10,Silver,mercado,F,95394
4745,Ahmedabad,2014-04-16,Silver,entretenimento,F,227152
4746,Ahmedabad,2014-07-08,Platinum,combustivel,M,136820
4747,Bengaluru,2015-05-07,Silver,alimentacao,M,178041
4748,Bengaluru,2014-12-20,Signature,entretenimento,F,19598
4749,Greater Mumbai,2014-11-24,Gold,contas,M,228215
4750,Greater Mumbai,2014-04-14,Platinum,entretenimento,M,112891
4751,Ahmedabad,2013-10-09,Silver,combustivel,M,27626
4752,Greater Mumbai,2015-05-11,Signature,combustivel,M,229549
4753,Delhi,2014-04-16,Signature,mercado,F,280848
4754,Greater Mumbai,2014-03-10,Silver,combustivel,F,268407
4755,Ahmedabad,2014-08-25,Platinum,entretenimento,M,276418
4756,Bengaluru,2014-12-10,Silver,contas,M,221788
4757,Ahmedabad,2014-11-16,Silver,entretenimento,F,62931
